Estadística del Padrón Continuo
30.- Murcia, Región de
Población por sexo, municipios y país de nacimiento
Unidades:   Personas

,Total,España,Extranjero,Europa (sin España),UE28 sin España,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Europa menos UE28,Rusia,Ucrania,África,Argelia,Marruecos,Nigeria,Senegal,América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Asia,China,Pakistán,Oceanía ,
    Total,
        30 Murcia,
            1 de enero de 2016,17.348,14.832,2.516,1.008,901,175,50,172,44,29,14,124,176,107,13,15,703,68,575,0,31,743,89,246,16,33,14,20,256,8,6,12,6,15,59,33,5,3,
            1 de enero de 2015,17.376,14.774,2.602,1.054,945,191,51,175,42,35,17,128,181,109,13,14,718,80,582,0,28,768,96,248,16,38,18,21,259,9,8,10,8,17,58,35,6,4,
            1 de enero de 2014,17.336,14.679,2.657,1.123,1.015,198,33,189,44,50,23,145,189,108,14,10,685,77,550,0,29,788,94,265,18,38,12,23,268,7,8,10,11,17,60,37,5,1,
            1 de enero de 2013,17.536,14.659,2.877,1.268,1.154,221,34,204,51,60,30,169,210,114,15,10,713,84,573,0,28,833,102,299,22,37,14,27,265,5,8,10,12,16,62,38,5,1,
        30004 Albudeite,
            1 de enero de 2020,699,682,17,6,6,1,0,4,0,0,0,0,1,0,0,0,6,0,6,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,
            1 de enero de 2019,694,681,13,6,6,1,0,4,0,0,0,0,1,0,0,0,5,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,
            1 de enero de 2018,689,674,15,7,7,1,0,5,0,0,0,0,1,0,0,0,5,0,5,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,
            1 de enero de 2017,694,680,14,5,5,1,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,
            1 de enero de 2016,697,682,15,6,6,1,0,4,0,0,0,0,1,0,0,0,6,0,6,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,
            1 de enero de 2015,689,674,15,7,7,1,0,5,0,0,0,0,1,0,0,0,6,0,6,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
            1 de enero de 2014,691,675,16,7,7,1,0,5,0,0,0,0,1,0,0,0,7,0,7,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
            1 de enero de 2013,694,676,18,7,7,1,0,5,0,0,0,0,1,0,0,0,6,0,6,0,0,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,
        30005 Alcantarilla,
            1 de enero de 2020,20.981,18.384,2.597,567,490,39,35,155,16,6,15,10,177,77,6,38,894,51,665,47,64,1.036,46,130,17,139,24,9,456,13,15,8,18,60,99,49,29,1,
            1 de enero de 2019,20.794,18.419,2.375,565,492,40,38,152,17,6,13,12,176,73,6,37,769,55,570,41,51,947,45,124,17,133,19,12,448,13,15,9,15,34,93,52,25,1,
            1 de enero de 2018,20.539,18.334,2.205,561,495,39,37,154,15,6,13,11,179,66,5,36,663,45,490,44,39,884,41,118,15,114,16,15,439,13,11,10,14,23,96,54,22,1,
            1 de enero de 2017,20.392,18.251,2.141,574,500,41,29,154,15,4,12,9,192,74,4,37,610,47,428,51,37,868,41,121,17,111,14,15,436,8,11,9,12,19,88,55,17,1,
            1 de enero de 2016,20.305,18.185,2.120,585,508,40,29,153,13,4,11,10,204,77,7,37,589,45,418,55,29,862,35,128,16,107,13,16,446,9,9,10,13,15,83,59,10,1,
            1 de enero de 2015,20.239,18.152,2.087,556,490,38,24,155,13,3,6,9,199,66,3,36,564,40,407,53,23,878,40,128,15,121,12,16,456,8,8,13,14,11,88,58,18,1,
            1 de enero de 2014,20.198,18.081,2.117,566,501,38,27,158,18,7,8,11,189,65,3,35,587,41,418,59,23,877,48,125,12,122,13,15,455,6,10,13,16,10,86,54,17,1,
            1 de enero de 2013,20.115,17.904,2.211,595,526,38,31,157,21,10,10,9,204,69,3,34,605,43,422,67,24,931,51,148,12,138,12,17,466,3,12,12,16,12,77,57,5,3,
        30902 Alcázares, Los,
            1 de enero de 2020,8.495,5.170,3.325,991,857,69,44,40,31,11,13,451,74,134,16,68,1.001,7,970,1,15,730,22,46,4,42,29,4,516,9,4,13,1,15,602,18,2,1,
            1 de enero de 2019,8.238,5.144,3.094,916,789,63,48,38,26,11,14,401,68,127,19,60,947,7,914,1,16,696,17,49,1,41,21,3,505,8,3,12,2,12,535,21,4,0,
            1 de enero de 2018,7.994,5.076,2.918,876,743,64,42,42,26,15,13,363,71,133,23,59,900,6,874,1,11,675,12,48,3,29,25,3,511,3,3,10,2,8,465,18,2,2,
            1 de enero de 2017,7.773,5.048,2.725,879,744,65,39,41,26,10,18,376,63,135,22,64,832,5,813,1,6,693,15,46,6,27,22,4,535,2,5,8,1,7,319,22,2,2,
            1 de enero de 2016,7.725,5.037,2.688,921,782,77,42,41,25,14,22,380,62,139,21,72,823,6,801,1,6,681,14,45,4,26,24,4,534,2,5,6,1,4,261,28,3,2,
            1 de enero de 2015,7.930,5.018,2.912,1.088,931,105,64,48,27,17,26,438,71,157,27,67,846,6,827,1,2,742,18,47,6,25,25,4,588,2,5,5,1,5,233,30,6,3,
            1 de enero de 2014,8.070,4.983,3.087,1.230,1.067,123,75,43,25,28,39,497,81,163,27,66,863,8,845,1,1,783,20,54,9,26,22,5,621,0,6,5,1,5,209,25,8,2,
            1 de enero de 2013,8.485,4.852,3.633,1.796,1.607,240,75,50,33,34,60,777,91,189,30,72,839,8,822,1,0,781,21,54,7,23,16,4,624,2,6,5,2,6,215,28,8,2,
        30006 Aledo,
            1 de enero de 2020,512,449,63,54,54,3,0,28,1,0,0,19,1,0,0,0,5,1,4,0,0,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2019,505,447,58,52,52,3,0,27,1,0,0,18,1,0,0,0,3,1,2,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
            1 de enero de 2018,508,455,53,47,47,3,0,26,1,0,0,14,1,0,0,0,3,1,2,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,
            1 de enero de 2017,466,428,38,34,34,2,0,25,0,0,0,5,1,0,0,0,1,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
            1 de enero de 2016,466,424,42,39,39,2,0,27,0,0,1,7,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
            1 de enero de 2015,491,431,60,57,57,2,0,28,1,0,2,20,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
            1 de enero de 2014,485,422,63,60,60,2,1,28,1,0,2,20,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,
            1 de enero de 2013,499,425,74,69,69,3,1,27,1,0,2,29,1,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,
        30007 Alguazas,
            1 de enero de 2020,5.032,4.030,1.002,157,126,25,4,38,6,0,11,6,27,31,3,15,616,26,522,19,26,215,10,20,11,42,5,3,110,1,0,2,0,2,14,7,7,0,
            1 de enero de 2019,4.957,4.003,954,151,124,25,2,37,7,0,11,5,29,27,3,15,576,32,480,22,19,221,11,19,12,35,4,2,122,1,1,1,0,2,6,5,1,0,
            1 de enero de 2018,4.896,3.999,897,155,127,25,6,36,6,0,10,3,34,28,3,15,532,36,442,23,15,204,8,16,11,29,5,3,122,1,1,1,0,2,6,4,1,0,
            1 de enero de 2017,4.933,4.036,897,153,123,24,6,37,5,0,10,1,35,30,3,17,522,38,439,23,10,215,8,19,9,30,4,3,137,1,1,1,0,1,7,6,0,0,
            1 de enero de 2016,4.986,4.055,931,155,127,22,8,34,5,2,13,0,37,28,4,14,540,34,461,22,12,231,8,21,7,31,4,2,152,1,1,2,0,1,5,5,0,0,
            1 de enero de 2015,4.956,4.029,927,166,141,21,7,34,7,5,20,2,39,25,4,11,510,30,436,22,10,246,10,22,7,32,5,2,161,1,1,1,1,2,5,5,0,0,
            1 de enero de 2014,4.992,4.024,968,177,153,20,8,35,7,9,22,3,43,24,3,10,514,27,437,24,11,272,11,24,9,35,8,2,175,2,1,1,1,1,5,5,0,0,
            1 de enero de 2013,4.971,3.981,990,192,169,21,10,37,8,14,26,5,43,23,3,11,516,33,427,27,10,275,13,25,7,36,9,2,174,2,2,1,1,1,7,6,0,0,
        30008 Alhama de Murcia,
            1 de enero de 2020,11.202,8.796,2.406,623,593,19,19,152,7,33,32,170,116,30,2,14,1.135,36,1.014,3,66,617,39,154,11,56,48,1,237,10,6,8,3,22,30,15,8,1,
            1 de enero de 2019,11.168,8.787,2.381,632,607,22,22,150,8,35,37,164,128,25,2,9,1.101,35,986,3,60,617,38,153,8,62,40,1,246,9,5,7,3,18,30,14,9,1,
            1 de enero de 2018,10.934,8.748,2.186,604,581,24,25,150,6,38,31,147,133,23,2,7,990,16,914,2,45,560,38,136,5,55,35,1,228,10,4,9,2,14,31,15,10,1,
            1 de enero de 2017,10.864,8.720,2.144,598,575,22,21,148,6,45,27,137,141,23,3,9,961,19,891,3,36,547,39,132,6,48,33,2,234,9,5,10,2,11,37,16,13,1,
            1 de enero de 2016,10.786,8.690,2.096,581,556,22,19,146,6,52,28,122,134,25,4,10,953,20,885,3,32,525,37,135,7,42,31,3,230,9,3,8,2,7,36,15,16,1,
            1 de enero de 2015,10.822,8.600,2.222,686,658,23,19,145,5,84,40,139,157,28,4,12,975,21,904,2,37,523,38,128,7,41,30,4,238,10,3,6,1,6,37,14,18,1,
            1 de enero de 2014,10.817,8.504,2.313,745,716,27,24,151,5,113,41,145,154,29,4,11,1.009,23,928,2,44,520,35,121,6,44,28,3,244,11,3,9,1,5,38,14,21,1,
            1 de enero de 2013,10.784,8.420,2.364,790,765,27,22,153,9,146,40,164,148,25,2,11,994,25,908,2,51,539,42,148,3,43,29,3,232,11,3,8,1,6,40,11,23,1,
        30009 Archena,
            1 de enero de 2020,10.205,7.646,2.559,228,194,17,31,46,8,4,11,5,64,34,5,20,1.414,17,637,4,65,888,30,109,9,41,1,8,321,290,14,2,3,23,29,15,3,0,
            1 de enero de 2019,10.155,7.660,2.495,273,238,17,45,50,9,2,20,4,83,35,6,19,1.346,16,581,4,54,847,22,113,7,37,1,7,329,272,10,2,3,20,29,15,3,0,
            1 de enero de 2018,9.978,7.637,2.341,291,257,16,53,49,7,1,19,4,98,34,6,19,1.226,16,530,4,40,801,23,108,13,31,0,7,341,233,11,2,2,12,23,15,0,0,
            1 de enero de 2017,9.817,7.598,2.219,293,261,16,61,48,7,4,19,4,91,32,5,19,1.130,16,490,4,29,770,24,106,15,22,1,4,352,210,13,3,2,9,26,14,3,0,
            1 de enero de 2016,9.758,7.611,2.147,283,249,19,59,48,8,4,24,3,73,34,5,24,1.074,18,457,5,23,768,25,100,11,21,2,4,365,208,10,2,2,9,22,14,2,0,
            1 de enero de 2015,9.630,7.551,2.079,277,245,20,68,46,7,3,25,2,60,32,4,24,982,16,416,4,19,794,25,104,10,22,2,4,385,214,9,4,3,3,26,14,3,0,
            1 de enero de 2014,9.658,7.528,2.130,284,248,20,73,43,10,3,28,2,54,36,7,23,980,18,407,5,17,835,29,104,11,23,3,5,392,237,8,4,3,3,31,16,3,0,
            1 de enero de 2013,9.576,7.319,2.257,301,265,20,65,45,10,4,33,2,73,36,6,24,1.027,23,436,5,27,904,30,120,11,21,3,5,405,269,9,8,2,2,25,16,0,0,
        30010 Beniel,
            1 de enero de 2020,5.977,4.455,1.522,323,201,20,89,43,8,0,3,0,35,122,13,95,1.043,104,867,0,0,146,2,4,4,36,0,0,89,0,5,1,0,1,10,6,4,0,
            1 de enero de 2019,5.848,4.457,1.391,329,208,22,91,43,7,0,4,0,38,121,14,91,917,101,740,0,1,136,3,2,4,28,0,0,89,0,5,1,0,1,9,7,2,0,
            1 de enero de 2018,5.819,4.517,1.302,336,216,22,92,45,7,1,4,0,42,120,12,93,815,92,649,0,1,141,4,2,4,27,0,0,94,0,5,1,0,1,10,7,3,0,
            1 de enero de 2017,5.772,4.491,1.281,348,228,22,101,46,7,1,3,0,45,120,11,93,770,98,602,0,1,149,5,2,4,30,0,0,98,0,5,1,0,1,14,7,7,0,
            1 de enero de 2016,5.707,4.456,1.251,346,227,23,101,45,7,3,4,0,40,119,10,94,740,104,563,0,2,153,4,3,3,35,0,0,97,0,5,2,0,1,12,6,6,0,
            1 de enero de 2015,5.670,4.423,1.247,377,255,25,116,46,8,4,3,0,43,122,9,96,702,105,522,0,4,157,3,5,3,37,0,0,100,0,6,2,0,0,11,8,3,0,
            1 de enero de 2014,5.713,4.437,1.276,394,273,26,124,49,6,7,3,0,47,121,9,96,699,110,496,0,4,170,3,6,3,37,1,0,110,0,6,2,0,1,13,9,4,0,
            1 de enero de 2013,5.755,4.415,1.340,436,305,28,147,49,6,8,3,0,50,131,14,100,707,112,501,0,6,187,3,5,4,33,2,0,130,0,6,2,0,1,10,7,3,0,
        30011 Blanca,
            1 de enero de 2020,3.360,2.819,541,81,74,4,1,18,2,1,0,30,16,7,0,3,403,7,391,0,0,51,0,3,0,3,6,0,33,2,0,0,0,0,6,3,1,0,
            1 de enero de 2019,3.328,2.811,517,85,80,5,1,20,2,0,2,33,16,5,0,1,376,5,368,0,0,52,0,3,0,4,5,0,34,2,0,0,0,0,4,3,1,0,
            1 de enero de 2018,3.354,2.826,528,89,85,7,2,18,2,0,3,32,18,4,0,1,376,5,368,0,0,59,0,3,0,5,4,0,41,2,0,0,0,0,4,3,1,0,
            1 de enero de 2017,3.324,2.818,506,92,87,7,2,19,2,0,3,34,16,5,0,2,350,4,343,0,1,57,0,3,0,5,4,0,40,2,0,0,0,0,7,6,1,0,
            1 de enero de 2016,3.322,2.833,489,94,89,6,2,17,2,0,3,39,17,5,0,2,336,3,331,0,1,51,0,3,0,6,4,0,36,0,0,0,0,0,8,7,1,0,
            1 de enero de 2015,3.320,2.840,480,102,97,6,4,18,2,0,5,45,16,5,0,2,323,3,318,0,1,50,0,3,0,6,2,0,37,0,0,0,0,0,5,4,1,0,
            1 de enero de 2014,3.296,2.827,469,101,97,6,4,19,3,0,5,44,14,4,0,2,317,4,312,0,0,47,1,3,0,5,2,0,34,0,0,0,0,0,4,3,1,0,
            1 de enero de 2013,3.282,2.816,466,93,90,6,4,18,3,0,4,42,11,3,0,2,318,4,314,0,0,51,2,3,0,6,2,0,36,0,0,0,0,0,4,3,1,0,
        30012 Bullas,
            1 de enero de 2020,5.805,5.367,438,158,149,8,58,29,4,1,4,34,2,9,1,4,57,9,43,0,4,212,16,48,4,30,1,0,86,2,2,2,2,4,11,5,6,0,
            1 de enero de 2019,5.795,5.382,413,144,133,8,43,28,2,1,2,38,3,11,1,6,49,7,36,0,4,207,16,50,3,21,1,0,92,0,5,1,2,4,13,5,8,0,
            1 de enero de 2018,5.804,5.409,395,134,124,6,38,25,2,1,2,37,3,10,1,6,44,6,33,0,3,203,17,48,3,15,1,0,102,0,2,1,2,3,14,6,8,0,
            1 de enero de 2017,5.804,5.434,370,119,110,6,31,25,1,1,3,31,5,9,0,5,38,5,30,0,2,199,18,45,4,14,2,0,104,0,1,0,2,0,14,5,9,0,
            1 de enero de 2016,5.907,5.448,459,184,176,5,83,26,1,1,7,32,7,8,0,4,42,7,32,0,2,217,13,46,6,15,3,0,119,0,0,0,2,3,16,5,11,0,
            1 de enero de 2015,5.922,5.470,452,180,172,6,89,28,1,1,7,24,6,8,0,4,40,8,30,0,1,217,13,49,7,18,0,0,116,0,0,0,2,3,15,5,10,0,
            1 de enero de 2014,6.081,5.517,564,261,252,6,162,28,1,1,12,23,11,9,0,5,48,9,35,0,3,244,14,57,8,24,0,0,127,0,0,1,2,3,11,4,7,0,
            1 de enero de 2013,6.216,5.563,653,321,312,6,201,30,1,1,15,26,24,9,0,5,53,9,39,0,4,267,13,58,8,24,1,0,148,0,0,1,2,4,11,4,7,1,
        30013 Calasparra,
            1 de enero de 2020,5.142,4.387,755,304,280,4,24,11,3,0,26,148,49,24,0,13,231,4,225,0,1,202,7,27,4,6,2,1,142,1,0,4,0,4,18,8,6,0,
            1 de enero de 2019,5.147,4.429,718,300,275,4,19,10,3,0,27,144,55,25,0,12,211,6,201,0,1,196,8,24,4,5,2,1,142,0,1,3,0,5,11,4,3,0,
            1 de enero de 2018,5.158,4.454,704,294,270,3,14,10,3,0,31,142,56,24,1,13,209,7,198,0,1,191,9,24,2,4,1,1,142,0,1,2,0,4,10,5,1,0,
            1 de enero de 2017,5.172,4.450,722,318,292,5,17,10,4,0,39,145,59,26,1,14,202,10,187,0,1,195,7,24,5,3,0,1,149,0,2,1,0,2,7,3,2,0,
            1 de enero de 2016,5.231,4.444,787,351,322,5,17,9,3,0,45,164,63,29,2,17,195,8,182,0,1,228,8,27,5,3,0,1,175,0,3,1,2,2,13,5,5,0,
            1 de enero de 2015,5.279,4.469,810,397,369,5,17,10,2,1,58,182,75,28,2,16,160,5,151,0,1,235,10,27,5,4,0,1,180,0,2,1,2,2,18,8,5,0,
            1 de enero de 2014,5.329,4.477,852,430,403,5,15,10,1,1,72,198,82,27,2,15,157,1,150,0,1,250,9,31,6,3,0,1,192,0,2,0,2,2,15,5,4,0,
            1 de enero de 2013,5.329,4.480,849,418,391,6,16,10,1,1,65,195,79,27,2,14,163,4,153,1,0,258,9,31,5,5,0,1,197,1,2,1,2,2,10,5,0,0,
        30014 Campos del Río,
            1 de enero de 2020,959,873,86,53,52,6,0,16,0,0,2,18,5,1,0,0,24,5,19,0,0,6,0,1,0,0,0,1,1,0,0,0,0,1,3,2,0,0,
            1 de enero de 2019,956,871,85,57,56,6,0,19,0,0,3,18,6,1,0,0,19,5,13,0,1,6,1,0,0,1,0,1,0,0,0,0,0,1,3,2,0,0,
            1 de enero de 2018,973,885,88,63,61,6,0,21,0,0,3,18,7,2,0,1,17,4,13,0,0,5,1,0,0,1,0,1,0,0,0,0,0,1,3,2,0,0,
            1 de enero de 2017,958,869,89,63,61,6,0,21,0,0,2,19,8,2,0,1,19,4,15,0,0,4,1,0,0,1,0,1,0,0,0,0,0,1,3,2,0,0,
            1 de enero de 2016,957,875,82,56,54,6,0,14,0,0,1,20,7,2,0,1,20,4,16,0,0,5,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,
            1 de enero de 2015,996,892,104,74,73,6,0,17,0,0,2,29,13,1,0,0,22,4,16,0,2,7,1,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,
            1 de enero de 2014,1.005,896,109,79,78,6,0,16,0,0,4,31,15,1,0,0,21,4,17,0,0,6,1,1,0,2,0,0,1,0,0,0,0,1,3,2,0,0,
            1 de enero de 2013,1.039,921,118,80,79,7,0,15,0,0,4,32,15,1,0,0,29,5,24,0,0,6,1,2,0,1,0,0,1,0,0,0,0,1,3,2,0,0,
        30015 Caravaca de la Cruz,
            1 de enero de 2020,12.857,11.385,1.472,434,414,23,99,78,1,2,27,23,144,20,3,7,264,18,230,0,2,751,32,235,13,67,5,2,297,4,2,13,16,9,22,10,4,1,
            1 de enero de 2019,12.903,11.446,1.457,449,428,23,118,79,2,3,28,24,137,21,3,8,277,18,245,0,2,708,33,237,10,57,5,1,291,2,2,10,17,5,22,9,2,1,
            1 de enero de 2018,12.859,11.488,1.371,453,430,23,118,80,2,3,34,28,130,23,2,9,188,12,163,0,2,702,32,230,8,60,7,1,303,3,1,11,16,4,27,12,3,1,
            1 de enero de 2017,12.795,11.465,1.330,454,428,21,108,78,3,3,38,33,132,26,2,11,161,11,138,0,1,690,28,236,11,48,7,0,308,3,1,10,20,4,24,15,2,1,
            1 de enero de 2016,12.803,11.469,1.334,465,442,21,116,78,4,3,42,30,136,23,1,8,143,9,123,0,1,697,31,229,11,45,6,0,316,0,2,13,21,7,28,16,3,1,
            1 de enero de 2015,12.937,11.539,1.398,508,483,19,132,78,4,3,45,30,156,25,2,6,142,9,122,0,0,719,30,238,10,43,6,1,337,1,3,14,16,8,28,12,2,1,
            1 de enero de 2014,13.174,11.537,1.637,683,658,19,205,91,3,5,74,57,167,25,2,7,141,8,124,0,0,778,34,279,11,48,7,1,344,3,2,9,18,8,34,15,4,1,
            1 de enero de 2013,13.021,11.518,1.503,574,552,18,156,87,3,3,58,38,169,22,2,6,127,8,112,0,0,770,35,281,13,40,7,0,341,4,2,7,21,7,31,15,0,1,
        30016 Cartagena,
            1 de enero de 2020,107.478,92.074,15.404,2.961,2.459,203,109,359,103,36,49,988,298,502,68,327,8.276,112,7.281,86,173,3.629,258,222,80,582,86,39,1.580,111,114,96,42,216,526,241,51,12,
            1 de enero de 2019,106.951,92.107,14.844,2.853,2.383,193,102,358,100,44,50,927,302,470,52,331,8.059,116,7.126,73,173,3.376,230,221,79,479,83,38,1.568,96,107,93,37,192,546,246,52,10,
            1 de enero de 2018,106.701,92.094,14.607,2.887,2.429,194,109,353,102,42,55,926,336,458,51,323,7.948,122,7.054,80,163,3.239,219,221,71,440,79,35,1.584,92,95,85,33,157,523,243,48,10,
            1 de enero de 2017,106.988,92.234,14.754,2.997,2.554,208,127,356,96,49,68,957,391,443,54,304,7.993,119,7.118,85,159,3.273,228,226,64,413,83,36,1.704,79,94,63,37,135,480,235,37,11,
            1 de enero de 2016,107.344,92.157,15.187,3.202,2.762,230,143,358,86,60,84,1.016,455,440,51,305,8.062,124,7.179,90,150,3.435,237,236,68,436,82,39,1.797,74,107,68,45,130,477,241,36,11,
            1 de enero de 2015,108.358,92.025,16.333,3.912,3.456,266,179,390,90,82,117,1.329,574,456,54,297,8.320,137,7.379,103,150,3.641,248,254,72,479,88,43,1.897,84,111,71,58,113,449,238,34,11,
            1 de enero de 2014,108.511,91.829,16.682,4.095,3.644,281,191,401,86,99,133,1.398,623,451,51,288,8.399,135,7.416,121,157,3.738,246,277,85,469,90,45,1.965,80,123,74,53,108,439,224,30,11,
            1 de enero de 2013,109.266,91.606,17.660,4.897,4.423,344,204,433,89,113,160,1.874,668,474,48,287,8.417,145,7.377,126,182,3.837,259,289,88,452,90,48,2.026,84,131,92,51,109,498,246,22,11,
        30017 Cehegín,
            1 de enero de 2020,7.395,6.652,743,403,392,9,205,39,2,0,20,100,6,11,1,3,204,2,198,0,1,94,13,9,5,17,1,1,34,0,0,3,0,7,42,12,27,0,
            1 de enero de 2019,7.537,6.777,760,442,432,8,233,38,4,1,23,102,7,10,1,2,188,4,180,0,1,85,11,10,3,15,1,1,34,0,0,2,1,4,45,11,28,0,
            1 de enero de 2018,7.550,6.813,737,476,468,9,259,36,3,1,28,105,13,8,1,1,150,4,142,0,1,79,6,14,1,9,0,1,36,0,0,2,2,1,32,10,17,0,
            1 de enero de 2017,7.636,6.907,729,476,465,10,255,35,2,1,30,106,19,11,0,2,149,2,142,1,1,78,4,12,1,9,0,1,36,0,0,2,3,2,26,10,12,0,
            1 de enero de 2016,7.685,6.937,748,497,484,10,249,35,5,2,35,120,22,13,1,3,144,2,139,1,0,81,7,12,1,8,0,1,40,0,0,3,1,1,26,8,15,0,
            1 de enero de 2015,7.954,6.955,999,713,705,10,358,34,5,7,68,149,45,8,0,2,154,3,149,0,0,98,9,17,2,9,1,1,46,0,0,3,1,1,34,9,20,0,
            1 de enero de 2014,8.054,7.030,1.024,728,722,11,345,33,5,7,73,164,54,6,0,2,153,3,149,0,0,107,8,20,3,7,1,1,54,0,0,3,1,1,36,9,19,0,
            1 de enero de 2013,8.239,7.063,1.176,861,854,9,405,33,5,11,106,195,54,7,0,3,155,5,149,0,0,115,9,30,4,8,1,1,53,0,0,3,1,1,45,13,27,0,
        30018 Ceutí,
            1 de enero de 2020,6.048,5.199,849,132,112,17,5,24,12,4,23,2,18,20,0,9,375,10,306,0,23,324,23,31,6,50,25,10,148,10,7,1,2,1,17,14,3,1,
            1 de enero de 2019,5.938,5.149,789,140,116,17,9,26,10,2,18,2,24,24,0,12,318,4,264,0,18,310,23,32,8,47,16,10,139,10,9,1,2,2,20,14,6,1,
            1 de enero de 2018,5.824,5.113,711,152,129,19,14,24,10,3,24,3,23,23,0,12,266,4,227,0,11,279,21,31,7,37,14,3,140,7,7,1,1,1,14,13,1,0,
            1 de enero de 2017,5.751,5.058,693,163,143,19,14,25,10,3,28,2,27,20,0,11,247,3,215,0,7,269,21,29,9,34,15,0,141,4,7,1,1,0,14,13,1,0,
            1 de enero de 2016,5.682,5.005,677,156,137,22,15,25,12,1,19,3,26,19,0,11,236,1,205,0,7,270,20,30,3,34,12,0,148,3,7,1,3,1,14,14,0,1,
            1 de enero de 2015,5.655,4.954,701,161,140,23,14,22,13,2,15,2,36,21,0,13,219,1,190,1,7,305,20,34,8,36,14,2,163,6,7,2,4,1,15,15,0,1,
            1 de enero de 2014,5.563,4.884,679,152,133,23,10,22,12,2,13,1,36,19,0,13,197,1,172,0,5,312,25,31,8,37,13,4,166,6,7,2,3,3,18,18,0,0,
            1 de enero de 2013,5.520,4.841,679,154,134,22,8,23,9,2,15,1,40,20,0,12,183,1,155,0,6,323,18,33,10,37,12,4,178,5,8,3,4,3,19,18,1,0,
        30019 Cieza,
            1 de enero de 2020,17.731,15.663,2.068,331,262,8,11,169,2,0,0,13,33,69,12,29,1.300,36,1.256,0,2,402,10,44,7,11,3,2,232,3,0,3,4,10,35,26,0,0,
            1 de enero de 2019,17.533,15.643,1.890,324,259,9,7,170,1,0,1,12,33,65,12,29,1.156,34,1.117,0,1,371,11,45,6,8,1,2,239,3,1,3,4,8,39,28,2,0,
            1 de enero de 2018,17.486,15.637,1.849,335,270,9,7,169,0,4,1,14,38,65,13,26,1.111,31,1.076,0,0,362,9,48,6,8,0,1,246,3,1,3,5,3,41,27,3,0,
            1 de enero de 2017,17.576,15.699,1.877,346,284,8,12,170,0,1,2,16,46,62,13,24,1.115,33,1.077,0,0,375,8,47,7,10,0,1,259,5,1,3,6,4,41,28,3,0,
            1 de enero de 2016,17.689,15.762,1.927,361,299,9,13,172,0,1,2,13,58,62,13,22,1.117,32,1.076,1,2,404,8,50,7,10,1,1,276,5,3,3,5,5,45,30,4,0,
            1 de enero de 2015,17.658,15.755,1.903,368,304,9,14,170,0,2,1,13,63,64,15,22,1.077,31,1.037,0,3,414,9,51,4,8,0,1,291,5,4,5,5,5,44,29,3,0,
            1 de enero de 2014,17.614,15.722,1.892,385,318,8,16,173,0,3,1,15,64,67,18,24,1.020,28,984,0,2,442,12,57,4,11,1,1,306,3,5,6,4,5,45,34,3,0,
            1 de enero de 2013,17.676,15.715,1.961,406,330,8,12,180,0,4,1,17,65,76,25,23,1.042,33,1.003,0,2,469,12,63,4,12,1,1,332,1,5,4,2,5,44,34,5,0,
        30020 Fortuna,
            1 de enero de 2020,5.494,4.228,1.266,338,301,15,3,26,8,5,2,170,25,37,3,28,814,32,775,0,3,94,3,4,3,54,4,1,17,2,0,1,1,2,20,7,7,0,
            1 de enero de 2019,5.412,4.218,1.194,319,280,14,4,22,6,7,5,164,23,39,4,31,776,29,741,0,2,82,2,4,3,41,4,1,18,2,0,1,0,3,17,7,6,0,
            1 de enero de 2018,5.363,4.187,1.176,320,282,17,3,21,4,7,6,166,29,38,4,30,760,29,725,0,2,80,4,2,1,45,1,1,15,1,0,2,0,5,16,7,3,0,
            1 de enero de 2017,5.365,4.188,1.177,338,302,19,3,22,3,5,6,170,38,36,2,30,749,27,717,0,2,75,4,1,1,40,0,0,20,0,1,0,0,5,15,8,1,0,
